"id";"Sample";"Size";"Type";"Color";"Number"
"1194";"EM22-56";"1 - 2.5";"ESP";"White";"3"
"1195";"EM22-56";"1 - 2.5";"ESP";"Orange";"1"
"1196";"EM22-57";"< 5";"Fragment";"Black";"1"
"1197";"EM22-57";"< 5";"Fragment";"Blue";"1"
"1198";"EM22-57";"< 5";"Fragment";"Green";"1"
"1199";"EM22-57";"< 5";"Fragment";"White";"3"
"1200";"EM22-57";"< 5";"Fragment";"Orange";"1"
"1201";"EM22-57";"< 5";"Fragment";"Transparent";"2"
"1202";"EM22-57";"< 5";"Film";"Green";"1"
"1203";"EM22-57";"< 5";"Film";"Brown";"1"
"1204";"EM22-57";"< 5";"Film";"White";"1"
"1205";"EM22-57";"< 5";"Film";"Orange";"1"
"1206";"EM22-57";"< 5";"Film";"Transparent";"6"
"1207";"EM22-57";"< 5";"Line";"Green";"1"
"1208";"EM22-57";"< 5";"Line";"White";"6"
"1209";"EM22-57";"< 5";"Line";"Transparent";"5"
"1210";"EM22-57";"< 5";"ESP";"White";"5"
"1211";"EM22-57";"< 5";"ESP";"Yellow";"1"
"1212";"EM22-57";"< 5";"ESP";"Multicolor";"1"
"1213";"EM22-57";"2,5 - 5";"Fragment";"Green";"1"
"1214";"EM22-57";"2,5 - 5";"Fragment";"White";"5"
"1215";"EM22-57";"2,5 - 5";"Fragment";"Transparent";"5"
"1216";"EM22-57";"2,5 - 5";"Film";"White";"3"
"1217";"EM22-57";"2,5 - 5";"Film";"Orange";"2"
"1218";"EM22-57";"2,5 - 5";"Film";"Transparent";"7"
"1219";"EM22-57";"2,5 - 5";"Line";"White";"1"
"1220";"EM22-57";"2,5 - 5";"ESP";"Black";"1"
"1221";"EM22-57";"2,5 - 5";"ESP";"Brown";"1"
"1222";"EM22-57";"2,5 - 5";"ESP";"White";"6"
"1223";"EM22-57";"2,5 - 5";"ESP";"Yellow";"2"
"1224";"EM22-57";"2,5 - 5";"Pellet";"White";"1"
"1225";"EM22-57";"2,5 - 5";"Pellet";"Transparent";"4"
"1226";"EM22-57";"1 - 2,5";"Fragment";"Black";"4"
"1227";"EM22-57";"1 - 2,5";"Fragment";"Blue";"2"
"1228";"EM22-57";"1 - 2,5";"Fragment";"Green";"3"
"1229";"EM22-57";"1 - 2,5";"Fragment";"Brown";"2"
"1230";"EM22-57";"1 - 2,5";"Fragment";"White";"20"
"1231";"EM22-57";"1 - 2,5";"Fragment";"Yellow";"1"
"1232";"EM22-57";"1 - 2,5";"Fragment";"Orange";"4"
"1233";"EM22-57";"1 - 2,5";"Fragment";"Transparent";"37"
"1234";"EM22-57";"1 - 2,5";"Film ";"Black";"1"
"1235";"EM22-57";"1 - 2,5";"Film ";"White";"1"
"1236";"EM22-57";"1 - 2,5";"Film ";"Orange";"1"
"1237";"EM22-57";"1 - 2,5";"Film ";"Transparent";"12"
"1238";"EM22-57";"1 - 2,5";"Line";"White";"3"
"1239";"EM22-57";"1 - 2,5";"Line";"Orange";"1"
"1240";"EM22-57";"1 - 2,5";"Line";"Transparent";"1"
"1241";"EM22-57";"1 - 2,5";"ESP";"Black";"1"
"1242";"EM22-57";"1 - 2,5";"ESP";"White";"16"
"1243";"EM22-57";"1 - 2,5";"ESP";"Yellow";"3"
